机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N04118,1906    ,DE    ,CC    ,541674-4                ,16019           ,21    ,X,X,FAIL  ,2012-07-17,00:00,0,00:00,0,2015-07-29,9691:13,4634,9691:13,4634,,9691:13,"   航后依据AMM21-61-00-700-806-002进行ZTC1测试,有ACT信息依据AMM21-51-21更换左侧冲压进气口作动筒,测试正常.林丹明.REFER TO AMM21-61-00-700-806-002 AF COMFLETED ZTC1 TEST,SHOWED ACTMESSAGE,REFER TO REPLACE LEFT RAM AIR IMET ACTVATOR.",4634,541674-4                ,10314           ,,24042,49005.13,, ,(AOG)ACTUATOR-EXHAUST                                       ,3363394,0002962B
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,14260           ,21    ,X,X,FAIL  ,2012-11-22,20885:07,10299,7034:38,3610,2015-10-12,30153:35,15105,16303:06,8416,,9268:28,"   航后依据AMM21-51-21执行MCO-2015-10-12-1，更换左侧空调进气门作动器，检查正常！汤丰。AF REF TO AMM21-51-21 DO MCO-2015-10-12-1 REPLACED THE LH CONDITIONRAM AIR DOOR ACTOR,CHECKED OK!",4806,541674-4                ,14224           ,HONEYWELL,12271,23911.5,9268:28,4806,(AOG)ACTUATOR-EXHAUST                                       ,3507651,0003250A
73N,73N00972,2159    ,DE    ,CC    ,541674-4                ,11544           ,21    ,X,X,FAIL  ,2015-03-21,45160:14,22450,25188:07,12282,2018-05-20,54871:31,27505,34899:24,17337,L PACK LIGHT ILLUMINATION DURING RECALL      机组,9711:17," 航后依据 AMM21-51-21 更换冲压进气活门作动器,测试正常    李维昂 AFREFER TO AMM21-51-21 REPLACE RAM ACTUATOR TEST IS NORMAL",5055,541674-4                ,13066           ,海口维修室,14625,28705.21,9711:17,5055,(AOG)ACTUATOR-EXHAUST                                       ,6173266,00032900
73N,73N01015,2157    ,DE    ,CC    ,541674-4                ,103-6159        ,21    ,X,X,FAIL  ,2017-09-13,52478:42,26332,62118:38,36979,2019-01-06,56456:26,27973,66096:22,38620,下降检查单再现主警戒时右组件灯亮， 右冲压活门全开灯亮增压正常。 机组,3977:44,   航后自检ZTC右组件有ACT信息，检查ACT作动筒有问题，依据 AMM21-51-21更换冲压进气作动筒，测试正常。   王俊AF DO ZTC TEST HAVE RIGHT PACK ACT MESSAGE CHECK ACT ACTUATOR FAULT REFER AMM21-51-21 REPLACE AIR INLET ACTUATOR TEST OK,1641,541674-4                ,38-4114         ,海口维修室,42759,71039.01,3977:44,1641,(AOG)ACTUATOR-EXHAUST                                       ,6980620,00045353
73N,73N02827,5430    ,DE    ,CC    ,541674-4                ,48-7499         ,21    ,X,X,FAIL  ,2012-12-25,12148:32,6390,43524:54,26478,2016-04-17,22622:51,11858,53999:13,31946,,10474:19,,5468,541674-4                ,42-5773         ,海口维修室,45890,84409.47,10474:19,5468,(AOG)ACTUATOR-EXHAUST                                       ,3954764,0005333B
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,16165           ,21    ,X,X,FAIL  ,2016-12-04,33966:52,17412,12339:50,6341,2017-07-07,35953:22,18673,14326:20,7602,,1986:30,"        FROM:FLB0008695B航后恢复M项，依据FIM21-62 T 823完成ZTC 1/2自检，检查冲压进气门无作动，参考AMM21-51-22脱开左侧冲压进气门检查铰链无腐蚀，轴承无卡滞，线束无磨损，依据AMM21-51-21更换冲压作动器，测试正常，关闭DD201718810.吴树荣AF RESTORE M ITEM,REF FIM21-62 T 823 COMPLETED ZTC 1/2 BITE TEST,CHECK RAM AIR INLET DOOR INOP,REF AMM21-51-22 REMOVED L/H RAM AIRINLET DOOR,CHECK LINK NO CORRSION,BEARING NO LAGFIX,WIRE NO WEAR,REF AMM21-51-21 REPLACED ACTUATOR,TEST OK,CLOSED DD201718810.",1261,541674-4                ,13556           ,HONEYWELL,13829,26140.09,1986:30,1261,(AOG)ACTUATOR-EXHAUST                                       ,5125090,0008699A
73N,73N02827,5430    ,DE    ,CC    ,541674-4                ,42-5773         ,21    ,X,X,FAIL  ,2016-04-17,22622:51,11858,78452:25,42633,2016-09-12,24028:54,12701,79858:28,43476,机组反映左组件空中灯亮。杨伟THE CREW REPORT THE L PACK LIGHT WORK IN AIR.,1406:03,    航后参考21-61-00-700-806-002执行ZTC1和自检，无故障信息，检查左右冲压作动门开关，右组件作动正常，左组件无作动。检查左侧空调舱TCV和STCV在关位，无漏气现象。参考EO737-21-111执行左侧温度测量，结果正常。参考AMM21-51-22脱开左侧冲压进气门检查铰链无腐蚀，作动筒伐TO:FLB0008849B,843,541674-4                ,16866           ,海口维修室,5926,9354.35,1406:03,843,(AOG)ACTUATOR-EXHAUST                                       ,4322552,0008849A
73N,73N04281,1559    ,DE    ,CC    ,541674-4                ,16514           ,21    ,X,X,FAIL  ,2012-11-28,00:00,0,00:00,0,2017-03-10,11780:37,6153,11780:37,6153,,11780:37,"      FROM:FLB0009532B航后完成ZTC1&2自检,无故障信息,左组件冲压进气门作动正常,参考AMM21-51-21更换左组件冲压作动筒,测试正常,参考AMM21-61-20对串左右ZTC,测试正常罗毅AF PERFORM ZTC 1&2 BITE TEST,NO FAULT MESSAGE FOUND,LEFT PACK RAM AIRINLET DOOR MOVE NORMALLY,REF AMM21-51-21 TOTO:FLB0009534B",6153,541674-4                ,16085           ,,10524,19847.44,, ,(AOG)ACTUATOR-EXHAUST                                       ,4797342,0009534A
73N,73N04118,1906    ,DE    ,CC    ,541674-4                ,16041           ,21    ,X,X,FAIL  ,2012-07-17,00:00,0,00:00,0,2017-01-08,14651:15,7489,14651:15,7489,"再现右组件灯亮，复位灯灭。机组RECALL RIGHT PACK LIGHT ON,RESET LIGHT LIGHT OFF.",14651:15,"    依据AMM21-61-00执行ZTC2自检，ACT灯亮，根据AMM21-51-21更换右组件冲压进气作动器，测试工作正常，执行ZTC2自检，无故障信息。郑仁敏ACCORDING TO AMM21-61-00 PERFORM ZTC2 BITE TEST,SHOWS ACT FAULT,ACCORDING TO AMM21-51-21 REPLACE RAM AIR INLET ACTUATOR AND TEST OK.PERFORM ZTC2 BITE TEST AND NO FAULT MESSAGE.",7489,541674-4                ,16595           ,,8438,16800.18,, ,(AOG)ACTUATOR-EXHAUST                                       ,4636992,0011944B
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,14224           ,21    ,X,X,FAIL  ,2015-10-12,30153:35,15105,14518:24,7611,2016-12-04,33966:52,17412,18331:41,9918,,3813:17,"    FROM FLB00012184A航后根据FIM21-62 TASK 801 执行ZTC1和ZTC2自检.自检正常无故障信息.根据AMM21-51-21更换左侧冲压进气门作动筒,测试工作正常.郑仁敏. AFACCORDING TO FIM21-62 TASK 801 BITE ZTC1 AND ZTC2 NORMAL.ACCORDING TOAMM21-51-21 REPLACE LEFT RAM AIR INLET ACTUATOR AND TEST OK.",2307,541674-4                ,16165           ,海口维修室,9354,17571.22,3813:17,2307,(AOG)ACTUATOR-EXHAUST                                       ,4535726,0012185A
73N,73N04281,1559    ,DE    ,CC    ,541674-4                ,16395           ,21    ,X,X,FAIL  ,2012-11-28,00:00,0,00:00,0,2017-09-24,13341:39,7057,13341:39,7057,,13341:39," 航后依据AMM21-51-22更换右侧冲压进气作动筒，测试正常 朱嘉鑫PF REF TO AMM21-51-22 REPLACED  THE R RAM AIR ACTUATOR,TEST NORMAL.",7057,541674-4                ,17058           ,,9220,17240.21,, ,(AOG)ACTUATOR-EXHAUST                                       ,5366342,0012910A
73N,73N03186,5503    ,DE    ,CC    ,541674-4                ,14960           ,21    ,X,X,FAIL  ,2013-10-08,11598:14,6010,7268:19,3858,2017-03-21,23045:36,12451,18715:41,10299,"2017-03-20航后机组反映再现时左PACK灯亮，ZTC1有RAM AIR ACT信息，复位后测试正常。林德康2017-03-20 FLIGHT CREW REPORT LH PACK LIGHT COME ON,WHEN RECALLZTC1 HAS RAM AIR ACT MESSAGE,TEST IS OK AFTER RESET.",11447:22,"      航后完成驾驶舱温度读取，自检ZTC正常，参考AMM21-51-22脱开左侧冲压进气门，检查铰链、轴承机构正常，检查作动筒插头线束正常，依据AMM21-51-21更换左冲压空气作动筒，测试正常。吴树荣AF ACCOMPLISH RECODE TEMP USE COCKPIT NIDICATOR,DO ZTC BITE TESTIS OK,REF TO AMM21-51-22 DETAIL LH RAM INLET DOOR,CHECK THE HINGE,BEARING WIRE IS OK,REF TO AMM21-51-21 REPLACE LH RAM AIR INLETACTUATOR,TEST IS OK.",6441,541674-4                ,12925           ,HONEYWELL,17275,32606.59,11447:22,6441,(AOG)ACTUATOR-EXHAUST                                       ,4825054,0016312B
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,13556           ,21    ,X,X,FAIL  ,2017-07-07,35953:22,18673,23289:31,11917,2018-08-12,38714:10,20511,26050:19,13755,机组反映空中冲压进气门全开灯亮。何斌CREW REPORT RAM DOOR FULL OPEN LIGHT ON IN AIR.,2760:48,"               航后参考FIM21-62 TASK 801做ZTC1和ZTC2自检，无故障信息，检查冲压门无卡滞，检查左右ACM叶片无损伤，参考SSM21-51-14,量线左侧灯和左侧ACT线路正常，测量T481阻值为567欧，参考AMM21-51-21，更换左侧冲压进气作动筒，并左右对串T481和T482传感器，测试正常。何斌  TO[00033611B]FLB00033611BFROM[FLB0033611A]AF REF FIM21-62 TASK 801 DID THE BITE TEST OF ZTC1 AND ZTC2,NOFAULT MESSAGE,CHECK RAM AIR DOOR NO JAM,CHECK RH AND LH ACMVANES NO DAMAGE,REF SSM21-51-14 MEASURE LH LIGHT AND LH ACTLINE OK,MEASURE T481 SENSOR IS 567Ω 何斌TO[FLB0033612A]FLB00033612AFROM[FLB0033611B]REF AMM21-51-21 REPLACED THE LH RAM AIR INLET ACTUATOR,INTERCHANGE T481 AND T482 SENSOR,AND TEST OK.何斌",1838,541674-4                ,16188           ,海口维修室,8582,17795.16,2760:48,1838,(AOG)ACTUATOR-EXHAUST                                       ,6466566,0033611A
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,14149           ,21    ,X,X,FAIL  ,2014-09-13,26807:13,13341,12305:54,6386,2018-10-16,39151:12,20766,24649:53,13811,,12343:59,"  FROM[FLB0037301A]航后依据AMM21-51-20更换右侧冲压进气门ACT，测试正常。涂启锋AF REF AMM21-51-20 REPLACED RIGHT RAM AIR INLET ACTUATOR,TEST OK.",7425,541674-4                ,19-7887         ,海口维修室,36195,64134.23,12343:59,7425,(AOG)ACTUATOR-EXHAUST                                       ,6696333,0037304A
73N,73N04472,1562    ,DE    ,CC    ,541674-4                ,16537           ,21    ,X,X,FAIL  ,2013-05-29,00:00,0,00:00,0,2018-07-13,15651:00,8056,15651:00,8056,,15651:00,"    FROM:FLB00040873A航后依据AMM21-51-21更换右组件冲压进气门作动器，解除M项，执行ZTC1和ZTC2自检，结果正常，关闭DD201828477.苏兵AF REF TO AMM21-51-21 REPLACED THE RIGHT RAM AIR INLET ACTUATOR,DO ZTC1 AND ZTC2 BITE TEST,TEST IS OK,RETURN TO NORMAL,CLOSE",8056,541674-4                ,42-5773         ,,45890,84409.47,, ,(AOG)ACTUATOR-EXHAUST                                       ,6360461,0040876B
73N,73N04472,1562    ,DE    ,CC    ,541674-4                ,11876           ,21    ,X,X,FAIL  ,2016-12-06,00:00,0,00:00,0,2018-10-22,16440:40,8476,16440:40,8476,"左组件PACK再现亮，复位正常。KOW机务L PACK BRIGHTING,TEST IS OK.空中下降检查EAUL再现灯亮，复位正常。机组",16440:40,"               短停左组件PACK再现亮，复位正常，过站执行ZTC，测试正常，正常放行。KOW机务 1*0.5HTR DO THE ZTC BITE,TEST IS OK,THE PLANE DISPATCHED NORMAL.FLB00043013AFROM[FLB0043012A]航后依据FIM21-61TASK801执行ZTC1/2自检，ZTC1的ACT故障灯亮，自检过程中，左组件进气门及折流门作动正常，参考AMM21-51-21断开作动器并脱开左侧冲压进气门作动臂，人工作动冲压空气折流门正常，ZTC自检左组件作动器，工作正常，电插头正常，参考AMM21-51-21更换左组件ACT，检查测试正常。董金波 2*2HTO[FLB0043013B]FLB00043013BFROM[FLB0043013A]AF REF TO FIM21-61TASK801 COMPLETED ZTC1/2 BITE TEST,ACT FAULT LIGHTOF ZTC1 DMCS ON,DURING BITE TEST,LEFT PACK RAM DOOR IS OK,REFTO AMM21-51-21 REPLACE THE ACT OF LEFT PACK,CHECK AND TEST OK.",8476,541674-4                ,75-6469         ,,9416,17675.31,, ,(AOG)ACTUATOR-EXHAUST                                       ,6715370,0043012A
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,16188           ,21    ,X,X,FAIL  ,2018-08-12,38714:10,20511,16855:45,8014,2018-12-04,39568:11,21031,17709:46,8534,,854:01,"             FROM[FLB0043487A]航后依据FIM21-62测量左组件冲压供电电压正常，依据AMM21-51-21更换左组件冲压作动器，测试正常，依据AMM21-51-22检查进气折流门工作正常，无卡滞，轴承工作正常，依据FIM21-62TASK801自检ZTC1/2，检查左组件冲压进气门和作动器无卡滞，关闭DD201849486.刘明阳 互检：张防海AF REF TO FIM21-62 MEASURE L/H PACK ATC SUPPLY VOL NORMAL,REFTO AMM21-51-21 REPLACETO[FLB0043492A]FLB00043492AFROM[FLB0043491B]L/H PACK RAM ACT,TEST OK,REF TO AMM21-51-22 CHECK THE RAM DOORWORK NORMAL,NO STAGNATION,BEARING WORK NORMAL,REF TOFIM21-62 TASK801 DO ZTC 1/2 BITE,CHECK THE L/H PACK RAM DOOR ANDACT,NO STAGNATION,CLOSE DD201849486.",520,541674-4                ,16-3228         ,武汉航达,45937,80446.45,854:01,520,(AOG)ACTUATOR-EXHAUST                                       ,6866091,0043491B
73N,73N00163,5061    ,DE    ,CC    ,541674-4                ,78-7672         ,21    ,X,X,FAIL  ,1998-12-20,00:00,0,00:00,0,2004-08-20,15876:36,9093,15876:36,9093,航后检查发现右冲压门全开灯地面不亮。 王益洁,15876:36, 按AMM21-51-21-4更换冲压门作动器，测试其工作正常，驾驶舱指示正常。挂签号：0004660 王益洁,9093,541674-4                ,41-5205         ,,25277,37689.59,, ,(AOG)ACTUATOR-EXHAUST                                       ,134295,0043989 
73N,73N02611,5835    ,DE    ,CC    ,541674-4                ,12743           ,21    ,X,X,FAIL  ,2008-05-02,00:00,0,00:00,0,2011-08-02,9878:09,4537,9878:09,4537,"REF ON PREV PAGE ITEM #1 OF LEFT PACK FAULT AFTER PUCH-BACK, & PILOTWAS DISPATCH UNDER 21-1",9878:09,"   FND LEFT PACK LT ILLUMINATED ON RECALL. BITE CHK & GOT ACTUATOR FAULTIN RESULT. C/OUT REPLACED OF LEFT RAM ACTUATOR & BITE ZONE TEMP CTLWITH GOOD IN RESULT. RECALL WITH NO PACK LT ILLUMINATED, FUNCTION &INDICATION CHK OKN PACK WERE STAIS ON BOTH.",4537,541674-4                ,57-214          ,,11509,22038.02,, ,(AOG)ACTUATOR-EXHAUST                                       ,1304997,02081148
73N,73N02121,5709    ,DE    ,CC    ,541674-4                ,12634           ,21    ,X,X,FAIL  ,2010-07-09,9363:03,5977,6354:25,2838,2011-10-07,13541:26,8008,10532:48,4869,L/H PACK ILLUMINATE ON RECAL,4178:23,  ADD177 RAISEDRAM AIR INLET ACTUATOR REPLACED AND CHK NORMALADD 177 CLEARED,2031,541674-4                ,77-7064         ,HONEYWELL,35204,64231.06,4178:23,2031,(AOG)ACTUATOR-EXHAUST                                       ,1359634,04101136
73N,73N02380,5732    ,DE    ,CC    ,541674-4                ,57-214          ,21    ,X,X,FAIL  ,2011-01-31,9750:25,4691,00:00,0,2011-02-14,9877:37,4750,127:12,59,"DURING T/S ON ITEM 1 R/H PACK TEMP ALWAYS INDICATING LESS THAN 0,PZTC #R BITE TEST FOUND RHS RAM AIR ACT FAULT.",127:12,"     ITEM TRANSFER TO ADD097 IAW MEL 21-5,MAINT PROCEDURE ACCOMPLISHED#R RAM AIR MODULATING SYS DEACTIVATED IN FLT OPEN POSITION.P/N: BACB30UU3P36DRH RAM AIR ACTUATOR REPLACED IAW AMM21-51-21 REV43,PZTC #2 BITE TESTC/OUT RESULT PASS AND PACK #2 OPS TEST C/O RESULT SATIS IAWAMM21-51-00 REV43.ADD097 CLEARED.",59,541674-4                ,13231           ,,13764,25608.38,, ,(AOG)ACTUATOR-EXHAUST                                       ,1155175,06021145
73N,73N02121,5709    ,DE    ,CC    ,541674-4                ,11736           ,21    ,X,X,FAIL  ,2012-05-27,15724:54,8892,13961:51,6481,2012-07-07,16136:10,9054,14373:07,6643,"REF ADD 237, LH RAM DOOR FULL OPEN LT STAY ON DURING CRUISE AND CLIMB",411:16, REPLACED LH RAM AIR ACTUATOR IAW AMM 21-51-21 THEN C/OUT PACK/ZONECONTROLLER BITE TEST NML IAW AMM 21-51-00 ADD CLEARED.,162,541674-4                ,77-7064         ,广州航新,35204,64231.06,411:16,162,(AOG)ACTUATOR-EXHAUST                                       ,1649512,06071210
73N,73N02144,5763    ,DE    ,CC    ,541674-4                ,11742           ,21    ,X,X,FAIL  ,2007-01-15,00:00,0,00:00,0,2011-08-06,13509:42,6231,13509:42,6231,R/H PACK LT ILLUM AFTER RECALL. PACK LT EXTINGUISHED AFTER MASTERCAUTIN LT SW. PUSHED,13509:42, ADD241 RAISEDRAM AIR INLET ACTUATOR REPLACED. OPS CHK RESULT NML. ADD241 CLR,6231,541674-4                ,12636           ,,14436,29588.08,, ,(AOG)ACTUATOR-EXHAUST                                       ,1308637,06081112
73N,73N03214,5733    ,DE    ,CC    ,541674-4                ,14053           ,21    ,X,X,FAIL  ,2010-03-01,00:00,0,00:00,0,2012-12-09,7973:47,4177,7973:47,4177,REF ADD111 LEFT PACK LIGHT ILLUMIATED FOUND L/H PACK RAM AIR ACT AT FAULT,7973:47,  L/H PACK RAM AIR INLET ACT REPLACED AND C/OUT BITE TEST OF L/H PACK ZONE TEMP CONTROLLER TEST RESULT PASSED AND PACK LIGHT GONECHK L/H PACK OPT NML,4177,541674-4                ,12743           ,,15137,30390.5,, ,(AOG)ACTUATOR-EXHAUST                                       ,1818355,08121231
73N,73N02121,5709    ,DE    ,CC    ,541674-4                ,12409           ,21    , , ,SCH   ,2010-05-25,9074:30,5769,7379:22,3794,2010-07-09,9363:03,5977,7667:55,4002,"C/O WO NO : KBI/10/020,REPLACEMENT OF L/H RAM ACTUATOR FOR LOANRETURN.",288:33, WO NO : KBI/10/020 CARRIED OUT RESULT SATIS IAW AMM21-51-21GRN: AL20103960,208,541674-4                ,12634           ,HONEYWELL,5251,11556.32,288:33,208,(AOG)ACTUATOR-EXHAUST                                       ,987768,09071023
73N,73N00515,5081    ,DE    ,CC    ,541674-4                ,13-6035         ,21    ,X,X,FAIL  ,2001-10-17,00:00,0,00:00,0,2004-10-12,14985:26,6177,14985:26,6177,机组反映右组件灯亮。  史滨福,14985:26,   检查为再现时亮，按主警告可复位，按MEL21-32放行。  钟前海L10001285 AF检查冲压门作动器，确认该作动器卡死在收上位，按AMM21-51-41更换作动器，并完成相关测试，恢复正常。  王豫挂签号1000681,6177,541674-4                ,78-7672         ,,31165,56177.41,, ,(AOG)ACTUATOR-EXHAUST                                       ,144203,10001280
