机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N00972,2159    ,DE    ,CC    ,398908-5                ,22176           ,21    ,X,X,FAIL  ,2018-11-20,56306:35,28092,10646:47,5575,2019-01-04,56598:51,28210,10939:03,5693,,292:16,  航后依据AMM21-51-10更换左组件TCV。测试正常。  刘晓楠AF REFER TO AMM21-51-10 REPLACED LEFT TEMPERTURE CONROL VALVE TESTOK,118,398908-3                ,18006           ,海口维修室,9127,18641.11,292:16,118,(AOG)VALVE                                                  ,6974669,00037019
73N,73N04472,1562    ,DE    ,CC    ,398908-5                ,13982           ,21    , , ,SWAP  ,2018-07-15,15668:17,8064,22171:48,11767,2018-10-08,16318:47,8414,22822:18,12117,西安航前机组报告右组件灯亮 自检ZTC2有TCV信息 清除后测试正常FOC机务THE CREW REPORRT RIGHT PACK LIGHT IS ON AND ZTGC 2 BITE HAVETCV MSG NORMAL TEST AFT RESET,650:30,"     TR参考FIM21-62 TASK801执行27C1 AND ZTC2 自检,测试正常 参考AMM21-51-10 AMM21-61完成右组件TCV 与前客舱TCV 对串测试正常   FOC机务TR REF TO FIM21+-62 TASK 801 DO THE BIT EOF ZTC1 AND ZTC2TEST IS NORMAL REF OT AMM21-51-10 AND AMM21-61INTERCHANGE R/H PACK TCV WITH FWD CREW TEST IS NORMAL",350,398908-5                ,20311           ,海口维修室,7309,13858.53,650:30,350,(AOG)VALVE                                                  ,6669951,00037247
73N,73N05655,6995    ,DE    ,CC    ,398908-5                ,25336           ,21    ,X,X,FAIL  ,2015-10-27,00:00,0,00:00,0,2019-02-17,10561:10,4610,10561:10,4610,PACK LIGHT ILLUMINATE   机组,10561:10,              过站依据AMM21-51-10更换右组件TCV测试TCV做动正常     李建玮TR REFER TO AMM21-51-10 REPLACE THE RH PACK TCV TEST OKFLB00042425B  过站技术团队决策依据MEL21-01-01-01放行飞机 有O项 黄保利无M项  TR THE TECHNIC TEAM DECIDED TO REFER TO MEL21-01-01-01DISPATCH THE AIRPLANE HAVE O ITEM NO M ITEMFLB00042427A 航后依据AMM21-51-04更换ACM 检查ACM叶片断裂，检查相关区域无异物，测试正常     任俊杰AF REFER TO AMM21-51-04 REPLACE ACM CHECK ACM BROKEN CHECK ZONENO FOREIGN MATTER TEST IS OK取下不工作标牌   REMOVE NOT WORK TIPS封圈   S9026T041FLB00042428A添加航材   任俊杰ADD PARTS封圈 seal BACP11K6 / S90267230 / 2215108-1卡子 comple  BACC10BNA450L5WE,4610,398908-5                ,31094           ,,1283,2293.24,, ,(AOG)VALVE                                                  ,7131206,00042424
73N,73N06649,1325    ,DE    ,CC    ,398908-5                ,25290           ,21    ,X,X,FAIL  ,2018-07-10,2196:34,947,7476:47,4874,2019-01-05,3767:53,1625,9048:06,5552,AFTER ENGINE START DURING RECALL RIGHT PACK LIGHT ILLUMINATED THENEXTIAGUISHED AFTER RESET ACCORDING TO MEL21-32 NORMAL OPEARATION,1571:19,     航后再现右组件灯不亮。自检PFTC当前无信息。依据AMM21-61-17更换右组件PFTC依据AMM21-51-10更换右组件TCV。将B-1568飞机右组件流量传感器。串至本机。 自检PRTC当前无信息.  令红兵AF BITE PFTC NO FAULT MESSAGE REFER TO REPLACED PFTC FOR RH PACKREPLACED RH PACK TCV INSTALL PARCK FLOW SENSOR OF B-1568 PACK TOAIRPLANE BITE PRCV NO MESSAGE,678,398908-3                ,5941            ,霍尼韦尔,199,472.57,1571:19,678,(AOG)VALVE                                                  ,6977265,00045433
73N,73N05655,6995    ,DE    ,CC    ,398908-5                ,25334           ,21    ,X,X,FAIL  ,2015-10-27,00:00,0,00:00,0,2019-01-05,10186:31,4460,10186:31,4460,航前机组反映前舱区域灯亮。 仝伟 PF THE CREW REPORT FWD ZONE TEM LIGHTON,10186:31,   航后机组报告使用正常。自检两部ZTC无信息。依据AMM21-61-21更换前舱配平活门。测试正常。无渗漏。  仝伟 AF THE CREW REPOND USE IS NORMALBITE TWO ZTC NO FAULT MESSAGE REFER TO AMM21-61-21 REPLACED FWD TRIMAIR VALVE TEST IS NORMAL,4460,398908-5                ,25484           ,,5053,9912.33,, ,(AOG)VALVE                                                  ,6977642,00045465
73N,73N05678,7113    ,DE    ,CC    ,398908-5                ,25463           ,21    ,X,X,FAIL  ,2015-11-18,00:00,0,00:00,0,2016-01-20,501:01,238,501:01,238,机组报告在现时，右组件PACK灯亮，可复位。蒋志彬THE CREW RPORT THE R/H PACK LIGHT ON WHEN REALL CANRESET,501:01,   航后自检ZTC2#有TCV信息，依据AMM21-51-00更换右TCV，测试工作正常。汤丰AF DO THE ZTC 2#BITE HAVE TCV FAAILURE MASSAGE，REFER TO AMM21-51-00 REPLACE THE R/H TCV TEST OK,238,398908-5                ,23416           ,,5894,11732.31,, ,(AOG)VALVE                                                  ,3734219,0005183A
73N,73N05612,7105    ,DE    ,CC    ,398908-5                ,25130           ,21    ,X,X,FAIL  ,2010-02-08,00:00,0,00:00,0,2016-01-17,848:45,385,848:45,385,"过站右组件灯亮，自检ZTC有TCV信息，清除后正常。罗送明TR R/H PACK LIGHT ON,BITE TEST ZTC HAS TCV MESSAGE AND CLEAR IT OK",848:45," 航后依据AMM21-61-10更换右组件TCV，测试正常。罗送明AF REF AMM21-61-10 REPLACE R/H PACK TCV,TEST OK",385,398908-5                ,22016           ,,6114,12270.22,, ,(AOG)VALVE                                                  ,3725967,0005263A
73N,73N02827,5430    ,DE    ,CC    ,398908-5                ,21072           ,21    ,X,X,FAIL  ,2016-02-17,22074:34,11571,3763:24,1915,2016-04-25,22699:52,11905,4388:42,2249,"过站乘务反应后舱温度偏低，机组反应驾驶舱出气温度偏高。杨伟TR ATTENDANT REPORT AFT CABIN LOW TEMP,CREW REPORTTHE VENT OF F/C HIGH TEMP",625:18,"       航后自检ZTC1、ZTC2无故障信息，依据AMM21-61-09更换驾驶舱配平活门，测试正常。清洁驾驶舱温度传感器滤网，为判断故障，将驾驶舱温度传感器与后客舱温度传感器对串，测试正常。杨伟AF DO ZTC1、ZTC2 BITE,NO FAULT MSG.REF AMM21-61-09REPLACED FLIGHT DECK TCV,TEST OK.CLEAN THE TEMPSENSOR FILTER OF FLIGHT DECK.FOR TROUBLESHOOTING,INTERCHANGE THE FLIGHT DECK TEMP SENSOR ANDAFT CABIN TEMP SENSOR,TEST OK",334,398908-5                ,22637           ,HONEYWELL,5980,10445.5,625:18,334,(AOG)VALVE                                                  ,3974590,0005502B
73N,73N04601,1905    ,DE    ,CC    ,398908-5                ,2986            ,21    , , ,SWAP  ,2016-06-20,8748:18,4552,55644:02,28690,2016-06-24,8788:19,4574,55684:03,28712,,40:01,"  FLB00006449航后更换ACM,对串右组件TCV与前舱TCV，测试正常。卞景龙AF REPLACE ACM,INTERCHANGE R PACK TCV WITH FWD CABIN TCV,TEST OK",22,398908-3                ,4016            ,海口维修室,33227,62550.43,, ,(AOG)VALVE                                                  ,4122463,0006951A
73N,73N05612,7105    ,DE    ,CC    ,398908-5                ,25152           ,21    ,X,X,FAIL  ,2015-09-30,00:00,0,00:00,0,2017-05-30,5552:56,2674,5552:56,2674,航后检查左组件温度为42℃。李名浩AF CHECK L/H PACK 42℃.,5552:56,"    航后参考FIM21-62 TASK 801完成ZTC自检，自检正常。检查ACM风扇叶片无损伤，检查ACM风扇旁通活门在位，检查TCV,STCV无漏气，拆下两个活门，检查无漏气，参考EO737-21-1111执行空调组件管路管壁温度测量和空调系统部件检查。李名浩TO:FLB0008257A",2674,398908-3                ,11601           ,,16072,29999.57,, ,(AOG)VALVE                                                  ,5011050,0008256B
73N,73N04118,1906    ,DE    ,CC    ,398908-5                ,23750           ,21    ,X,X,FAIL  ,2015-12-20,10922:48,5340,1821:42,916,2016-11-04,14030:43,7174,4929:37,2750,,3107:55,"    FORM FLB00010333A 航后依据FIM21-62TASK832完成排故,依据AMM21-61-21更换驾驶舱配平活门.执行ETC自检,测试正常.撤除DD201630439.池淞. AF REF FIM21-61 TASK 832COMPLETE FAULT JSOLATION. REF AMM21-61-21 REPLACE THE COCKPITTRIMVALVE AND ETC BITE.TEST OK.REMOVE DD 201630439.",1834,398908-3                ,11835           ,HONEYWELL,15488,30043.02,3107:55,1834,(AOG)VALVE                                                  ,4458404,0010334B
73N,73N05678,7113    ,DE    ,CC    ,398908-5                ,25460           ,21    ,X,X,FAIL  ,2015-11-18,00:00,0,00:00,0,2016-12-04,3569:10,1764,3569:10,1764,,3569:10,"    FROM:FLB00012085B航后参考AMM21-62执行ZTC1/2自检,检查正常无代码,参考AMM21-61-21更换前舱配平活门,测试正常.无渗漏.杜锐AF REF AMM21-61 DO ZTC 1/2 BITE,CHECK OK NO CODE.REF AMM21-61-21 REPLACE FWD TRIM AIR VALVE,TEST OK,NO LEAK.",1764,398908-5                ,24508           ,,3198,6505.39,, ,(AOG)VALVE                                                  ,4536129,0012088A
73N,73N05678,7113    ,DE    ,CC    ,398908-5                ,24508           ,21    ,X,X,FAIL  ,2016-12-04,3569:10,1764,4062:33,1904,2016-12-05,3577:58,1768,4071:21,1908,,08:48,"      FROM:FLB00012089A航后依据FIM21-62 TASK 801执行ZTC1和ZTC2自检,ZTC2有区域配平活门信息,清洁前舱品质传感器滤网,依据AMM21-61-21更换前舱配平活门,测试正常.依据AMM21-61-20对串左右ZTC,测试正常.赵云涛AF REF FIM21-62 TASK 801 DO ZTC1/2 BITE,ZTC2 HAS ZONE TRIM AIR MODULATING VALVE MSG,CLEAN THE FWD CABIN TEMP SENSOR FILTER,TO:FLB00008101A",4,398908-5                ,11983           ,霍尼韦尔,15768,30177.28,08:48,4,(AOG)VALVE                                                  ,4541640,0012090B
73N,73N04281,1559    ,DE    ,CC    ,398908-5                ,22022           ,21    ,X,X,FAIL  ,2016-06-22,9462:52,4941,00:00,0,2017-05-18,12357:32,6508,2894:40,1567,"福州过站机组反应驾驶舱空调噪音突然增大，出口有少量水喷出，后恢复正常。杨伟THE FLIGHT CREW REPORT FLIGHT DECK AIR CONDITION NOISE INCREASESUDDENLY,VEST HAVE LITTLE WATER ERUPT IN FOC TR,THEN RESTORE NORMAL.",2894:40,"     航后参考FIM21-62 TASK 801 完成ZTC自检，ZTC1 ZTC2无故障信息，检查TCV和STCV作动正常，检查左组件各管路无漏气，检查STCV至组件单向活门信号管和ACM以及STCV至冷凝器上下游信号管，确认管路无漏气，接头无损伤。参考AMM21-51-10更换左组件TCV，测试正常。杨伟AF REF TO FIM21-62 TASK 801 DO ZTC BITE,ZTC1 ZTC2 HAVE NO FAULTTO:FLB00016956B",1567,398908-5                ,16116           ,,6191,12272.34,, ,(AOG)VALVE                                                  ,4977051,0016956A
73N,73N02097,5182    ,DE    ,CC    ,398908-5                ,22016           ,21    ,X,X,FAIL  ,2016-06-04,32232:08,16306,4841:40,2405,2017-06-25,35850:56,18600,8460:28,4699,,3618:48,"       FROM:FLB0017125A航后依据FIM 21-62 TASK 801完成ZTC自检无信息，依据 AMM21-51-04检查ACM无损伤，旁通活门无丢失，参考AMM21-51-10更换TCV，测试正常，依据AMM21-51-03完成水洗左侧散热器。吴树荣AF REF FIM 21-62 TASK 801 COMPLETED ZTC BITE TEST,NO MESSAGE,REF AMM21-51-04 CHECK ACM FAN BLADE NO DAMAGE,BYPASS VALVE NOLOSE,REF AMM21-51-10 REPLACED TCV,TEST NORMAL,REF AMM 21-51-03COMPLETED CLEANING WATER AIR FOR HEAT EXCHANGER.",2294,398908-3                ,18942           ,HONEYWELL,8573,16249.05,4963:42,2932,(AOG)VALVE                                                  ,5085398,0017126B
73N,73N05809,7395    ,DE    ,CC    ,398908-5                ,26186           ,21    ,X,X,FAIL  ,2016-02-27,00:00,0,00:00,0,2017-11-07,4523:39,2362,4523:39,2362,,4523:39,"      FROM:FLB00018533A航后参考FZM21-62T801执行PFTC1/2自检，自检结果正常。依据FIM21-62T877测量ACAU-PFTC前舱配平活门的线路导通性，导通性正常。依据AMM21-51-43清洁组件，流量传感器，检查无缩钉、烧蚀现象，后依据AMM21-61-21更换前舱配平活门，测试正常。陈金盛AF REFER TO FIM21-62T801 EXCUTE PFTC1/2 BITE TEST,TEST OK.TO FLB00018534B",2362,398908-3                ,11590           ,,15468,29310.07,, ,(AOG)VALVE                                                  ,5497628,0018534A
73N,73N02097,5182    ,DE    ,CC    ,398908-5                ,22066           ,21    ,X,X,FAIL  ,2018-05-17,38175:20,20149,11084:09,5448,2018-07-28,38621:01,20455,11529:50,5754,,445:41,"        航后执行ZTC1/ZTC2自检，无故障信息，检查发现左组件主级散热器进口漏气，重新安装卡箍，检查正常，检查发现右组件TCV内漏，更换TCV,测试正常。吴鸿彬AF ACCOMPLISHED ZTC1&ZTC2 BITE,CHECK CURRENT,CHECK FOUND LPACK PRIMARY HEAT EXCHANGER INLET LEAK,REPLACE CLAMP,CHECKNORMAL,TO FLB00024606AFROM FLB0024605BCHECK FIND R PACK TCV LEAK,REPLACE THE TCV,CHECK NORMAL.吴鸿彬",306,398908-5                ,22178           ,海口维修室,7147,13041.58,445:41,306,(AOG)VALVE                                                  ,6413665,0024605B
73N,73N05384,1433    ,DE    ,CC    ,398908-5                ,24067           ,21    ,X,X,FAIL  ,2016-04-28,5518:00,3887,4385:00,2197,2018-12-20,10040:37,6386,8907:37,4696,右组件故障灯亮。TVS机务RH PACK ILLUMINATED.,4522:37,"      过站依据MEL21-32放行，贴右组件控制器，不工作标牌。TVS机务 1*1HTR REFER TO MEL21-32 TO DISPATCH,PASTE INOP PLACARD.FLB00024985BFROM[FLB0024985A]航后依据AMM21-51-10更换右组件温度控制活门，测试正常。张岩 2*2HAF REFER AMM21-51-10 REPLACE R PACK TEMPERATURE CONTROL VALVETEST NORMAL.",2499,398908-5                ,27677           ,,3611,6837.41,, ,(AOG)VALVE                                                  ,6922131,0024985A
73N,73N04281,1559    ,DE    ,CC    ,398908-5                ,16116           ,21    ,X,X,FAIL  ,2017-05-18,12357:32,6508,8070:14,3972,2017-12-14,13946:56,7368,9659:38,4832,,1589:24,"  FROM[FLB00025827B]航后依据AMM21-51-10更换左组件TCV活门，测试正常。张杰源AF REF TO AMM21-51-10 REPLACE L/H FCU,TEST OK.",860,398908-5                ,24383           ,霍尼韦尔,4641,8985.59,1589:24,860,(AOG)VALVE                                                  ,5619594,0025830B
73N,73N02827,5430    ,DE    ,CC    ,398908-5                ,22637           ,21    ,X,X,FAIL  ,2016-04-25,22699:52,11905,3551:46,1764,2018-01-30,28056:56,15346,8908:50,5205,区域温度灯再现时亮。机组ZONE TEMP LIGHT REAPPEAR.,5357:04,"   航后依据AMM21-61-21更换驾驶舱区域温度配平活门，测试正常，检查无渗漏。陈金盛AF REFER TO AMM21-61-21 REPLACE FLT DECK ZTCV.TEST OK,CHECK NO LEAKAGE.",3441,398908-5                ,22669           ,HONEYWELL,6185,11243.34,5357:04,3441,(AOG)VALVE                                                  ,5789897,0030142A
73N,73N05384,1433    ,DE    ,CC    ,398908-5                ,30688           ,21    ,X,X,FAIL  ,2018-03-09,7938:07,5210,675:06,359,2018-05-25,8445:45,5485,1182:44,634,,507:38,"           FROM FLB0031014B航后执行ZTC1/2自检，无信息。检查P5后顶板出风口正常，检查左空调舱STCV至组件单向活门，ACM及冷凝器管路正常。检查水气喷嘴正常，依据AMM21-51-16-200-801，依据AMM21-51-11-400-801-G执行STCV测试，测试正常，检查TCV和STCV无内漏，更换驾驶舱配平活门。吴鸿彬TO FLB0031016AFROM FLB0031015B测试正常。吴鸿彬AF DO ZTC1/2 BITE,NO MSG,CHECK OUTLET ON P5 AFT PANEL OK,CHECK THEDUCT STCV TO ACM AND CONDENSER ,PACK CUEUS VALVE OK.CHECK WATER SPRAYNOZZCE OK,REF TO AMM21-51-11-400-801-G DO STCV TEST .TEST OK .REF TO AMM21-51-21 REPLACED CONTROCABIN TRM VALVE ,CHECK OK.",275,398908-5                ,30477           ,霍尼韦尔,1529,3156.48,507:38,275,(AOG)VALVE                                                  ,6191134,0031015B
73N,73N05809,7395    ,DE    ,CC    ,398908-5                ,25557           ,21    ,X,X,FAIL  ,2017-12-20,4850:41,2532,5844:43,3000,2018-02-25,5328:47,2755,6322:49,3223,,478:06,"    FROM[FLB0032593A]航后依据AMM21-61-21更换前舱配平活门，测试正常无代码，无渗漏。杜锐AF REF AMM21-61-21 REPLACE FWD TRIM AIR MODULATION VALVETEST OK,NO CODE,NO LEAK.",223,398908-5                ,27944           ,海口维修室,3292,6652.08,478:06,223,(AOG)VALVE                                                  ,5879031,0032593B
73N,73N02097,5182    ,DE    ,CC    ,398908-5                ,19986           ,21    ,X,X,FAIL  ,2018-05-02,38079:27,20087,6494:26,3445,2018-08-28,38795:16,20557,7210:15,3915,左组件灯再现亮。机组LEFT PACK LIGHT ON WHEN PRESS THE RECALL.,715:49,"         航后自检ZTC1有TCV信息，更换左组件TCV，故障依旧，办理观察件，与B-5430对串ZTC1，故障转移，由于航材无料，办理DD201835383，贴不工作标签在左组件灯旁，有O项。杜锐TO:FLB0034158BFLB00034158BFROM:FLB0034158AAF BITE ZTC1 HAVE TCV CODE,REPLACE L-PACK TCV,THE FAULT REMAIN,MAKE OBSERVER,TRANSFER ZTC1 WITH B-5430，HE FAULT TRANSFER,FOR LSREASON,MAKE DD201835383，PASTE INOP PLACARD BESIDE L PACK LIGHT,HAVE O ITEM. 杜锐",470,398908-5                ,30776           ,海口维修室,1860,3592.06,715:49,470,(AOG)VALVE                                                  ,6523457,0034158A
73N,73N04281,1559    ,DE    ,CC    ,398908-5                ,22536           ,21    ,X,X,FAIL  ,2016-08-23,10000:45,5227,5790:42,2987,2018-08-16,15600:05,8354,11390:02,6114,"再现时，右PACK灯亮，复位主警戒，右PACK灯熄灭。机组RECALL,RIGHT PACK LIGHTS ILLUMINATED,RESET MASTER CAUTION,THE RIGHTPACK LIGHTS EXTINGUISHED.",5599:20,"         过站依据MEL21-32保留放行，无M项，O项已告知机组。HLD肖磊  1*0.5HTR REFER TO MEL21-32 DISPATCH THE AIRCRAFT.FLB0035160BFROM:FLB0035160A航后完成ZTC1/2自检，无当前和历史故障信息，检查折流门内外轴承无卡阻，左右进气门作动筒行程约为45S，参考AMM21-51-10更换右侧TCV,测试正常。林伟煌   3*2HAF COMPLETED ZTC1/2 BITE,NO CURRENT FAULT AND HISTORY FAULT,CHECKHANTLE DOOR BEARING NO JAM,LEFT/RIGHT AIR INLET DOOR ACTUATOR TRAVELTIME 45S,REPLACE RIGHT TCV,TEST NORMAL.",3127,398908-3                ,2368            ,海口维修室,32986,63629.18,, ,(AOG)VALVE                                                  ,6481132,0035160A
